From	To	Species	Gene Name
NM_001143912	FAM76A	Homo sapiens	family with sequence similarity 76 member A(FAM76A)
NM_001033503	SAR1B	Homo sapiens	secretion associated Ras related GTPase 1B(SAR1B)
NM_020400	LPAR5	Homo sapiens	lysophosphatidic acid receptor 5(LPAR5)
NM_001033504	TMEM98	Homo sapiens	transmembrane protein 98(TMEM98)
NM_001033505	CSTF3	Homo sapiens	cleavage stimulation factor subunit 3(CSTF3)
NM_020401	NUP107	Homo sapiens	nucleoporin 107(NUP107)
NM_001033506	CSTF3	Homo sapiens	cleavage stimulation factor subunit 3(CSTF3)
NM_001143915	FAM76A	Homo sapiens	family with sequence similarity 76 member A(FAM76A)
NM_001033507	LMX1A	Homo sapiens	LIM homeobox transcription factor 1 alpha(LMX1A)
NM_001143914	FAM76A	Homo sapiens	family with sequence similarity 76 member A(FAM76A)
NM_001143913	FAM76A	Homo sapiens	family with sequence similarity 76 member A(FAM76A)
NM_020406	CD177	Homo sapiens	CD177 molecule(CD177)
NM_020407	RHBG	Homo sapiens	Rh family B glycoprotein(RHBG)
NM_020408	LYRM4	Homo sapiens	LYR motif containing 4(LYRM4)
NM_020409	MRPL47	Homo sapiens	mitochondrial ribosomal protein L47(MRPL47)
NM_020402	CHRNA10	Homo sapiens	cholinergic receptor nicotinic alpha 10 subunit(CHRNA10)
NM_020403	PCDH9	Homo sapiens	protocadherin 9(PCDH9)
NM_020404	CD248	Homo sapiens	CD248 molecule(CD248)
NM_020405	PLXDC1	Homo sapiens	plexin domain containing 1(PLXDC1)
NM_001143909	RPEL1	Homo sapiens	ribulose-5-phosphate-3-epimerase like 1(RPEL1)
NM_001143906	TRAFD1	Homo sapiens	TRAF-type zinc finger domain containing 1(TRAFD1)
NM_213599	ANO5	Homo sapiens	anoctamin 5(ANO5)
NM_020410	ATP13A1	Homo sapiens	ATPase 13A1(ATP13A1)
NM_213598	ZNF543	Homo sapiens	zinc finger protein 543(ZNF543)
NM_001033515	TEKT4P2	Homo sapiens	tektin 4 pseudogene 2(TEKT4P2)
NM_020411	XAGE1B	Homo sapiens	X antigen family member 1B(XAGE1B)
NM_020412	CHMP1B	Homo sapiens	charged multivesicular body protein 1B(CHMP1B)
NM_001033518	WIPI2	Homo sapiens	WD repeat domain, phosphoinositide interacting 2(WIPI2)
NM_001033519	WIPI2	Homo sapiens	WD repeat domain, phosphoinositide interacting 2(WIPI2)
NM_020418	PCBP4	Homo sapiens	poly(rC) binding protein 4(PCBP4)
NM_020414	DDX24	Homo sapiens	DEAD-box helicase 24(DDX24)
NM_020415	RETN	Homo sapiens	resistin(RETN)
NM_020416	PPP2R2C	Homo sapiens	protein phosphatase 2 regulatory subunit Bgamma(PPP2R2C)
NM_001143919	LTB4R	Homo sapiens	leukotriene B4 receptor(LTB4R)
NM_001143917	LYSMD2	Homo sapiens	LysM domain containing 2(LYSMD2)
NM_001033520	WIPI2	Homo sapiens	WD repeat domain, phosphoinositide interacting 2(WIPI2)
NM_001033521	CSTF1	Homo sapiens	cleavage stimulation factor subunit 1(CSTF1)
NM_001033522	CSTF1	Homo sapiens	cleavage stimulation factor subunit 1(CSTF1)
NM_001143905	MTRFR	Homo sapiens	mitochondrial translation release factor in rescue(MTRFR)
NM_001033549	BABAM1	Homo sapiens	BRISC and BRCA1 A complex member 1(BABAM1)
NM_001033557	PPM1B	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1B(PPM1B)
NM_001033559	DNAAF4	Homo sapiens	dynein axonemal assembly factor 4(DNAAF4)
NM_001033551	TOM1L2	Homo sapiens	target of myb1 like 2 membrane trafficking protein(TOM1L2)
NM_001033553	SPECC1	Homo sapiens	sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)
NM_001033554	SPECC1	Homo sapiens	sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)
NM_001033555	SPECC1	Homo sapiens	sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)
NM_001033556	PPM1B	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1B(PPM1B)
NM_012080	PUDP	Homo sapiens	pseudouridine 5'-phosphatase(PUDP)
NM_024069	KXD1	Homo sapiens	KxDL motif containing 1(KXD1)
NM_024068	NABP2	Homo sapiens	nucleic acid binding protein 2(NABP2)
NM_000099	CST3	Homo sapiens	cystatin C(CST3)
NM_012087	GTF3C5	Homo sapiens	general transcription factor IIIC subunit 5(GTF3C5)
NM_012088	PGLS	Homo sapiens	6-phosphogluconolactonase(PGLS)
NM_012086	GTF3C3	Homo sapiens	general transcription factor IIIC subunit 3(GTF3C3)
NM_012083	FRAT2	Homo sapiens	FRAT regulator of WNT signaling pathway 2(FRAT2)
NM_012084	GLUD2	Homo sapiens	glutamate dehydrogenase 2(GLUD2)
NM_012081	ELL2	Homo sapiens	elongation factor for RNA polymerase II 2(ELL2)
NM_012082	ZFPM2	Homo sapiens	zinc finger protein, FOG family member 2(ZFPM2)
NM_024070	PVRIG	Homo sapiens	PVR related immunoglobulin domain containing(PVRIG)
NM_012079	DGAT1	Homo sapiens	diacylglycerol O-acyltransferase 1(DGAT1)
NM_024076	KCTD15	Homo sapiens	potassium channel tetramerization domain containing 15(KCTD15)
NM_001018161	PON2	Homo sapiens	paraoxonase 2(PON2)
NM_024075	TSEN34	Homo sapiens	tRNA splicing endonuclease subunit 34(TSEN34)
NM_001018160	NAE1	Homo sapiens	NEDD8 activating enzyme E1 subunit 1(NAE1)
NM_024078	NOC4L	Homo sapiens	nucleolar complex associated 4 homolog(NOC4L)
NM_024077	SECISBP2	Homo sapiens	SECIS binding protein 2(SECISBP2)
NM_024072	DDX54	Homo sapiens	DEAD-box helicase 54(DDX54)
NM_024071	ZFYVE21	Homo sapiens	zinc finger FYVE-type containing 21(ZFYVE21)
NM_024074	TMEM38A	Homo sapiens	transmembrane protein 38A(TMEM38A)
NM_024079	ALG8	Homo sapiens	ALG8 alpha-1,3-glucosyltransferase(ALG8)
NM_000089	COL1A2	Homo sapiens	collagen type I alpha 2 chain(COL1A2)
NM_000088	COL1A1	Homo sapiens	collagen type I alpha 1 chain(COL1A1)
NM_012074	DPF3	Homo sapiens	double PHD fingers 3(DPF3)
NM_012072	CD93	Homo sapiens	CD93 molecule(CD93)
NM_012073	CCT5	Homo sapiens	chaperonin containing TCP1 subunit 5(CCT5)
NM_012071	COMMD3	Homo sapiens	COMM domain containing 3(COMMD3)
NM_000090	COL3A1	Homo sapiens	collagen type III alpha 1 chain(COL3A1)
NM_001018159	NAE1	Homo sapiens	NEDD8 activating enzyme E1 subunit 1(NAE1)
NM_024081	PRRG4	Homo sapiens	proline rich and Gla domain 4(PRRG4)
NM_024080	TRPM8	Homo sapiens	transient receptor potential cation channel subfamily M member 8(TRPM8)
NM_012069	ATP1B4	Homo sapiens	ATPase Na+/K+ transporting family member beta 4(ATP1B4)
NM_012067	AKR7A3	Homo sapiens	aldo-keto reductase family 7 member A3(AKR7A3)
NM_012068	ATF5	Homo sapiens	activating transcription factor 5(ATF5)
NM_000098	CPT2	Homo sapiens	carnitine palmitoyltransferase 2(CPT2)
NM_024087	ASB9	Homo sapiens	ankyrin repeat and SOCS box containing 9(ASB9)
NM_000097	CPOX	Homo sapiens	coproporphyrinogen oxidase(CPOX)
NM_024086	METTL16	Homo sapiens	methyltransferase 16, RNA N6-adenosine(METTL16)
NM_000096	CP	Homo sapiens	ceruloplasmin(CP)
NM_024089	POGLUT2	Homo sapiens	protein O-glucosyltransferase 2(POGLUT2)
NM_000095	COMP	Homo sapiens	cartilage oligomeric matrix protein(COMP)
NM_000094	COL7A1	Homo sapiens	collagen type VII alpha 1 chain(COL7A1)
NM_024083	ASPSCR1	Homo sapiens	ASPSCR1 tether for SLC2A4, UBX domain containing(ASPSCR1)
NM_000093	COL5A1	Homo sapiens	collagen type V alpha 1 chain(COL5A1)
NM_000092	COL4A4	Homo sapiens	collagen type IV alpha 4 chain(COL4A4)
NM_024085	ATG9A	Homo sapiens	autophagy related 9A(ATG9A)
NM_000091	COL4A3	Homo sapiens	collagen type IV alpha 3 chain(COL4A3)
NM_024047	NUDT9	Homo sapiens	nudix hydrolase 9(NUDT9)
NM_024046	CAMKV	Homo sapiens	CaM kinase like vesicle associated(CAMKV)
NM_001104631	PDE4D	Homo sapiens	phosphodiesterase 4D(PDE4D)
NM_024054	C7orf25	Homo sapiens	chromosome 7 open reading frame 25(C7orf25)
NM_024053	CENPM	Homo sapiens	centromere protein M(CENPM)
NM_024056	TMEM106C	Homo sapiens	transmembrane protein 106C(TMEM106C)
NM_024055	SLC30A5	Homo sapiens	solute carrier family 30 member 5(SLC30A5)
NM_024050	DDA1	Homo sapiens	DET1 and DDB1 associated 1(DDA1)
NM_024052	GID4	Homo sapiens	GID complex subunit 4 homolog(GID4)
NM_024051	GGCT	Homo sapiens	gamma-glutamylcyclotransferase(GGCT)
NM_012090	MACF1	Homo sapiens	microtubule actin crosslinking factor 1(MACF1)
NM_012091	ADAT1	Homo sapiens	adenosine deaminase tRNA specific 1(ADAT1)
NM_024057	NUP37	Homo sapiens	nucleoporin 37(NUP37)
NM_024059	FNDC11	Homo sapiens	fibronectin type III domain containing 11(FNDC11)
NM_012098	ANGPTL2	Homo sapiens	angiopoietin like 2(ANGPTL2)
NM_012099	POLR1G	Homo sapiens	RNA polymerase I subunit G(POLR1G)
NM_012096	APPL1	Homo sapiens	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1(APPL1)
NM_012097	ARL5A	Homo sapiens	ARF like GTPase 5A(ARL5A)
NM_012094	PRDX5	Homo sapiens	peroxiredoxin 5(PRDX5)
NM_012095	AP3M1	Homo sapiens	adaptor related protein complex 3 subunit mu 1(AP3M1)
NM_001018139	NME2	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 2(NME2)
NM_012092	ICOS	Homo sapiens	inducible T cell costimulator(ICOS)
NM_001018138	NME2	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 2(NME2)
NM_012093	AK5	Homo sapiens	adenylate kinase 5(AK5)
NM_001018137	NME2	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 2(NME2)
NM_001018136	NME1-NME2	Homo sapiens	NME1-NME2 readthrough(NME1-NME2)
NM_012089	ABCB10	Homo sapiens	ATP binding cassette subfamily B member 10(ABCB10)
NM_024065	PDCL3	Homo sapiens	phosducin like 3(PDCL3)
NM_024067	INTS15	Homo sapiens	integrator complex subunit 15(INTS15)
NM_024066	ERI3	Homo sapiens	ERI1 exoribonuclease family member 3(ERI3)
NM_024061	ZNF655	Homo sapiens	zinc finger protein 655(ZNF655)
NM_024060	AHNAK	Homo sapiens	AHNAK nucleoprotein(AHNAK)
NM_001104629	C4orf19	Homo sapiens	chromosome 4 open reading frame 19(C4orf19)
NM_024063	AFG2B	Homo sapiens	AFG2 AAA ATPase homolog B(AFG2B)
NM_001080115	LDB3	Homo sapiens	LIM domain binding 3(LDB3)
NM_024029	YIPF2	Homo sapiens	Yip1 domain family member 2(YIPF2)
NM_001080116	LDB3	Homo sapiens	LIM domain binding 3(LDB3)
NM_024028	PCYOX1L	Homo sapiens	prenylcysteine oxidase 1 like(PCYOX1L)
NM_000059	BRCA2	Homo sapiens	BRCA2 DNA repair associated(BRCA2)
NM_001080114	LDB3	Homo sapiens	LIM domain binding 3(LDB3)
NM_024025	DUSP26	Homo sapiens	dual specificity phosphatase 26(DUSP26)
NM_000057	BLM	Homo sapiens	BLM RecQ like helicase(BLM)
NM_000056	BCKDHB	Homo sapiens	branched chain keto acid dehydrogenase E1 subunit beta(BCKDHB)
NM_024027	COLEC11	Homo sapiens	collectin subfamily member 11(COLEC11)
NM_000055	BCHE	Homo sapiens	butyrylcholinesterase(BCHE)
NM_024026	MRPL57	Homo sapiens	mitochondrial ribosomal protein L57(MRPL57)
NM_014699	ZNF646	Homo sapiens	zinc finger protein 646(ZNF646)
NM_014698	TMEM63A	Homo sapiens	transmembrane protein 63A(TMEM63A)
NM_014697	NOS1AP	Homo sapiens	nitric oxide synthase 1 adaptor protein(NOS1AP)
NM_014696	GPRIN2	Homo sapiens	G protein regulated inducer of neurite outgrowth 2(GPRIN2)
NM_000065	C6	Homo sapiens	complement C6(C6)
NM_024032	HROB	Homo sapiens	homologous recombination factor with OB-fold(HROB)
NM_000064	C3	Homo sapiens	complement C3(C3)
NM_024031	PRR14	Homo sapiens	proline rich 14(PRR14)
NM_000063	C2	Homo sapiens	complement C2(C2)
NM_024034	GDAP1L1	Homo sapiens	ganglioside induced differentiation associated protein 1 like 1(GDAP1L1)
NM_000062	SERPING1	Homo sapiens	serpin family G member 1(SERPING1)
NM_024033	CYREN	Homo sapiens	cell cycle regulator of NHEJ(CYREN)
NM_000061	BTK	Homo sapiens	Bruton tyrosine kinase(BTK)
NM_000060	SP8	Homo sapiens	Sp8 transcription factor(SP8)
NM_000060	BTD	Homo sapiens	biotinidase(BTD)
NM_024039	MIS12	Homo sapiens	MIS12 kinetochore complex component(MIS12)
NM_000049	ASPA	Homo sapiens	aspartoacylase(ASPA)
NM_001080124	CASP8	Homo sapiens	caspase 8(CASP8)
NM_000048	ASL	Homo sapiens	argininosuccinate lyase(ASL)
NM_001080125	CASP8	Homo sapiens	caspase 8(CASP8)
NM_000047	ARSL	Homo sapiens	arylsulfatase L(ARSL)
NM_001080122	PRNP	Homo sapiens	prion protein (Kanno blood group)(PRNP)
NM_024036	LRFN4	Homo sapiens	leucine rich repeat and fibronectin type III domain containing 4(LRFN4)
NM_000046	ARSB	Homo sapiens	arylsulfatase B(ARSB)
NM_001080123	PRNP	Homo sapiens	prion protein (Kanno blood group)(PRNP)
NM_000045	ARG1	Homo sapiens	arginase 1(ARG1)
NM_024038	TRIR	Homo sapiens	telomerase RNA component interacting RNase(TRIR)
NM_000044	AR	Homo sapiens	androgen receptor(AR)
NM_001080121	PRNP	Homo sapiens	prion protein (Kanno blood group)(PRNP)
NM_024037	AUNIP	Homo sapiens	aurora kinase A and ninein interacting protein(AUNIP)
NM_014695	CCDC144A	Homo sapiens	coiled-coil domain containing 144A(CCDC144A)
NM_014694	ADAMTSL2	Homo sapiens	ADAMTS like 2(ADAMTSL2)
NM_014693	EEF1AKMT4-ECE2	Homo sapiens	EEF1AKMT4-ECE2 readthrough(EEF1AKMT4-ECE2)
NM_014692	SEC14L5	Homo sapiens	SEC14 like lipid binding 5(SEC14L5)
NM_014691	AQR	Homo sapiens	aquarius intron-binding spliceosomal factor(AQR)
NM_014690	FAM131B	Homo sapiens	family with sequence similarity 131 member B(FAM131B)
NM_001018116	CAVIN4	Homo sapiens	caveolae associated protein 4(CAVIN4)
NM_001018115	FANCD2	Homo sapiens	FA complementation group D2(FANCD2)
NM_001018113	FANCB	Homo sapiens	FA complementation group B(FANCB)
NM_001018112	FANCA	Homo sapiens	FA complementation group A(FANCA)
NM_014689	DOCK10	Homo sapiens	dedicator of cytokinesis 10(DOCK10)
NM_001018111	PODXL	Homo sapiens	podocalyxin like(PODXL)
NM_014688	USP6NL	Homo sapiens	USP6 N-terminal like(USP6NL)
NM_014687	RUBCN	Homo sapiens	rubicon autophagy regulator(RUBCN)
NM_014686	GARRE1	Homo sapiens	granule associated Rac and RHOG effector 1(GARRE1)
NM_014685	HERPUD1	Homo sapiens	homocysteine inducible ER protein with ubiquitin like domain 1(HERPUD1)
NM_000054	AVPR2	Homo sapiens	arginine vasopressin receptor 2(AVPR2)
NM_024043	DBNDD1	Homo sapiens	dysbindin domain containing 1(DBNDD1)
NM_000053	ATP7B	Homo sapiens	ATPase copper transporting beta(ATP7B)
NM_024042	METRN	Homo sapiens	meteorin, glial cell differentiation regulator(METRN)
NM_000052	ATP7A	Homo sapiens	ATPase copper transporting alpha(ATP7A)
NM_024045	DDX50	Homo sapiens	DExD-box helicase 50(DDX50)
NM_000051	ATM	Homo sapiens	ATM serine/threonine kinase(ATM)
NM_024044	SLX1B	Homo sapiens	SLX1 homolog B, structure-specific endonuclease subunit(SLX1B)
NM_000050	ASS1	Homo sapiens	argininosuccinate synthase 1(ASS1)
NM_024041	SCNM1	Homo sapiens	sodium channel modifier 1(SCNM1)
NM_024040	CUEDC2	Homo sapiens	CUE domain containing 2(CUEDC2)
NM_024007	EBF1	Homo sapiens	EBF transcription factor 1(EBF1)
NM_024006	VKORC1	Homo sapiens	vitamin K epoxide reductase complex subunit 1(VKORC1)
NM_024009	GJB3	Homo sapiens	gap junction protein beta 3(GJB3)
NM_024003	L1CAM	Homo sapiens	L1 cell adhesion molecule(L1CAM)
NM_000079	CHRNA1	Homo sapiens	cholinergic receptor nicotinic alpha 1 subunit(CHRNA1)
NM_000078	CETP	Homo sapiens	cholesteryl ester transfer protein(CETP)
NM_000077	CDKN2A	Homo sapiens	cyclin dependent kinase inhibitor 2A(CDKN2A)
NM_012063	DNM1L	Homo sapiens	dynamin 1 like(DNM1L)
NM_012064	MIP	Homo sapiens	major intrinsic protein of lens fiber(MIP)
NM_001018109	PIR	Homo sapiens	pirin(PIR)
NM_001018108	SERF2	Homo sapiens	small EDRK-rich factor 2(SERF2)
NM_012062	DNM1L	Homo sapiens	dynamin 1 like(DNM1L)
NM_001018104	FAHD1	Homo sapiens	fumarylacetoacetate hydrolase domain containing 1(FAHD1)
NM_001018102	POLR2M	Homo sapiens	RNA polymerase II subunit M(POLR2M)
NM_001018100	MYZAP	Homo sapiens	myocardial zonula adherens protein(MYZAP)
NM_000087	CNGA1	Homo sapiens	cyclic nucleotide gated channel subunit alpha 1(CNGA1)
NM_024010	MTRR	Homo sapiens	5-methyltetrahydrofolate-homocysteine methyltransferase reductase(MTRR)
NM_001008781	FAT3	Homo sapiens	FAT atypical cadherin 3(FAT3)
NM_000086	CLN3	Homo sapiens	CLN3 lysosomal/endosomal transmembrane protein, battenin(CLN3)
NM_000085	CLCNKB	Homo sapiens	chloride voltage-gated channel Kb(CLCNKB)
NM_024012	HTR5A	Homo sapiens	5-hydroxytryptamine receptor 5A(HTR5A)
NM_001008783	SLC35D3	Homo sapiens	solute carrier family 35 member D3(SLC35D3)
NM_000084	CLCN5	Homo sapiens	chloride voltage-gated channel 5(CLCN5)
NM_024011	CDK11A	Homo sapiens	cyclin dependent kinase 11A(CDK11A)
NM_000083	CLCN1	Homo sapiens	chloride voltage-gated channel 1(CLCN1)
NM_000082	ERCC8	Homo sapiens	ERCC excision repair 8, CSA ubiquitin ligase complex subunit(ERCC8)
NM_001008784	CD200R1L	Homo sapiens	CD200 receptor 1 like(CD200R1L)
NM_000081	LYST	Homo sapiens	lysosomal trafficking regulator(LYST)
NM_000080	CHRNE	Homo sapiens	cholinergic receptor nicotinic epsilon subunit(CHRNE)
NM_001006115	IP6K1	Homo sapiens	inositol hexakisphosphate kinase 1(IP6K1)
NM_001008778	SPDYC	Homo sapiens	speedy/RINGO cell cycle regulator family member C(SPDYC)
NM_001008777	FBXO47	Homo sapiens	F-box protein 47(FBXO47)
NM_024017	HOXB9	Homo sapiens	homeobox B9(HOXB9)
NM_001008779	SPDYA	Homo sapiens	speedy/RINGO cell cycle regulator family member A(SPDYA)
NM_024019	NEUROG2	Homo sapiens	neurogenin 2(NEUROG2)
NM_000069	CACNA1S	Homo sapiens	calcium voltage-gated channel subunit alpha1 S(CACNA1S)
NM_024014	HOXA6	Homo sapiens	homeobox A6(HOXA6)
NM_024013	IFNA1	Homo sapiens	interferon alpha 1(IFNA1)
NM_000067	CA2	Homo sapiens	carbonic anhydrase 2(CA2)
NM_024016	HOXB8	Homo sapiens	homeobox B8(HOXB8)
NM_024015	HOXB4	Homo sapiens	homeobox B4(HOXB4)
NM_000076	CDKN1C	Homo sapiens	cyclin dependent kinase inhibitor 1C(CDKN1C)
NM_024021	MS4A4A	Homo sapiens	membrane spanning 4-domains A4A(MS4A4A)
NM_000075	CDK4	Homo sapiens	cyclin dependent kinase 4(CDK4)
NM_000074	CD40LG	Homo sapiens	CD40 ligand(CD40LG)
NM_000073	CD3G	Homo sapiens	CD3 gamma subunit of T-cell receptor complex(CD3G)
NM_024022	TMPRSS3	Homo sapiens	transmembrane serine protease 3(TMPRSS3)
NM_000072	CD36	Homo sapiens	CD36 molecule (CD36 blood group)(CD36)
NM_000071	CBS	Homo sapiens	cystathionine beta-synthase(CBS)
NM_000070	CAPN3	Homo sapiens	calpain 3(CAPN3)
NM_001006114	YBEY	Homo sapiens	ybeY metalloendoribonuclease(YBEY)
NM_000018	ACADVL	Homo sapiens	acyl-CoA dehydrogenase very long chain(ACADVL)
NM_000017	ACADS	Homo sapiens	acyl-CoA dehydrogenase short chain(ACADS)
NM_000016	ACADM	Homo sapiens	acyl-CoA dehydrogenase medium chain(ACADM)
NM_001080157	ARHGAP9	Homo sapiens	Rho GTPase activating protein 9(ARHGAP9)
NM_000015	NAT2	Homo sapiens	N-acetyltransferase 2(NAT2)
NM_000014	A2M	Homo sapiens	alpha-2-macroglobulin(A2M)
NM_001006109	HMCES	Homo sapiens	5-hydroxymethylcytosine binding, ES cell specific(HMCES)
NM_001080156	ARHGAP9	Homo sapiens	Rho GTPase activating protein 9(ARHGAP9)
NM_002673	PLXNB1	Homo sapiens	plexin B1(PLXNB1)
NM_014662	DEPDC5	Homo sapiens	DEP domain containing 5, GATOR1 subcomplex subunit(DEPDC5)
NM_002674	PMCH	Homo sapiens	pro-melanin concentrating hormone(PMCH)
NM_014661	FAM53B	Homo sapiens	family with sequence similarity 53 member B(FAM53B)
NM_002675	PML	Homo sapiens	PML nuclear body scaffold(PML)
NM_014660	PHF14	Homo sapiens	PHD finger protein 14(PHF14)
NM_002676	PMM1	Homo sapiens	phosphomannomutase 1(PMM1)
NM_002677	PMP2	Homo sapiens	peripheral myelin protein 2(PMP2)
NM_000019	ACAT1	Homo sapiens	acetyl-CoA acetyltransferase 1(ACAT1)
NM_014659	PPIP5K1	Homo sapiens	diphosphoinositol pentakisphosphate kinase 1(PPIP5K1)
NM_014657	TTI1	Homo sapiens	TELO2 interacting protein 1(TTI1)
NM_014656	KIAA0040	Homo sapiens	KIAA0040(KIAA0040)
NM_014655	SLC25A44	Homo sapiens	solute carrier family 25 member 44(SLC25A44)
NM_014654	SDC3	Homo sapiens	syndecan 3(SDC3)
NM_014653	WSCD2	Homo sapiens	WSC domain containing 2(WSCD2)
NM_014652	IPO13	Homo sapiens	importin 13(IPO13)
NM_000021	PSEN1	Homo sapiens	presenilin 1(PSEN1)
NM_000020	ACVRL1	Homo sapiens	activin A receptor like type 1(ACVRL1)
NM_001008756	GCSAM	Homo sapiens	germinal center associated signaling and motility(GCSAM)
NM_002662	PLD1	Homo sapiens	phospholipase D1(PLD1)
NM_002663	PLD2	Homo sapiens	phospholipase D2(PLD2)
NM_014650	ZNF432	Homo sapiens	zinc finger protein 432(ZNF432)
NM_002664	PLEK	Homo sapiens	pleckstrin(PLEK)
NM_002665	PLGLB2	Homo sapiens	plasminogen like B2(PLGLB2)
NM_002666	PLIN1	Homo sapiens	perilipin 1(PLIN1)
NM_002667	PLN	Homo sapiens	phospholamban(PLN)
NM_002668	PLP2	Homo sapiens	proteolipid protein 2(PLP2)
NM_002669	PLRG1	Homo sapiens	pleiotropic regulator 1(PLRG1)
NM_014648	DZIP3	Homo sapiens	DAZ interacting zinc finger protein 3(DZIP3)
NM_014647	MARF1	Homo sapiens	meiosis regulator and mRNA stability factor 1(MARF1)
NM_014646	LPIN2	Homo sapiens	lipin 2(LPIN2)
NM_014644	PDE4DIP	Homo sapiens	phosphodiesterase 4D interacting protein(PDE4DIP)
NM_002670	PLS1	Homo sapiens	plastin 1(PLS1)
NM_014643	ZNF516	Homo sapiens	zinc finger protein 516(ZNF516)
NM_014641	MDC1	Homo sapiens	mediator of DNA damage checkpoint 1(MDC1)
NM_014649	SAFB2	Homo sapiens	scaffold attachment factor B2(SAFB2)
NM_000039	APOA1	Homo sapiens	apolipoprotein A1(APOA1)
NM_001008744	TDP1	Homo sapiens	tyrosyl-DNA phosphodiesterase 1(TDP1)
NM_000038	APC	Homo sapiens	APC regulator of WNT signaling pathway(APC)
NM_001008747	CTAGE15	Homo sapiens	CTAGE family member 15(CTAGE15)
NM_000037	ANK1	Homo sapiens	ankyrin 1(ANK1)
NM_000036	AMPD1	Homo sapiens	adenosine monophosphate deaminase 1(AMPD1)
NM_001008749	RAB19	Homo sapiens	RAB19, member RAS oncogene family(RAB19)
NM_000035	ALDOB	Homo sapiens	aldolase, fructose-bisphosphate B(ALDOB)
NM_000034	ALDOA	Homo sapiens	aldolase, fructose-bisphosphate A(ALDOA)
NM_000033	ABCD1	Homo sapiens	ATP binding cassette subfamily D member 1(ABCD1)
NM_002695	POLR2E	Homo sapiens	RNA polymerase II, I and III subunit E(POLR2E)
NM_002696	POLR2G	Homo sapiens	RNA polymerase II subunit G(POLR2G)
NM_014683	ULK2	Homo sapiens	unc-51 like autophagy activating kinase 2(ULK2)
NM_002697	POU2F1	Homo sapiens	POU class 2 homeobox 1(POU2F1)
NM_014682	ST18	Homo sapiens	ST18 C2H2C-type zinc finger transcription factor(ST18)
NM_002698	POU2F2	Homo sapiens	POU class 2 homeobox 2(POU2F2)
NM_014681	DHX34	Homo sapiens	DExH-box helicase 34(DHX34)
NM_002699	POU3F1	Homo sapiens	POU class 3 homeobox 1(POU3F1)
NM_014680	BLTP2	Homo sapiens	bridge-like lipid transfer protein family member 2(BLTP2)
NM_014679	CEP57	Homo sapiens	centrosomal protein 57(CEP57)
NM_014678	PPP6R2	Homo sapiens	protein phosphatase 6 regulatory subunit 2(PPP6R2)
NM_014677	RIMS2	Homo sapiens	regulating synaptic membrane exocytosis 2(RIMS2)
NM_014676	PUM1	Homo sapiens	pumilio RNA binding family member 1(PUM1)
